Monster ID,Name-English,Main,Sub,"Lifespan
",Nature,Life Type (0-3),Life Type,Lif,Pow,Int,Ski,Spd,Def,Lif gain,Pow gain,Int gain,Ski gain,Spd gain,Def gain,Arena speed,Guts Rate,Battle Specials,Extra techs,Training bonus,No Offset
1096,Tram,ColorPandora,??? (Tram),410,0,0,1,59,231,59,233,59,59,4,2,3,3,3,2,D,12,"Power, Anger, Hurry, Unity","Kamikaze, Meteor Drive",Endure,1
47,ColorPandora,ColorPandora,ColorPandora,400,55,2,3,170,50,30,100,110,60,5,2,2,3,3,1,D,12,"Power, Anger, Unity",,,0
492,ColorPandora,ColorPandora,ColorPandora,420,55,2,3,174,64,34,114,144,64,5,2,2,3,3,1,D,12,"Power, Anger, Unity",Triple Shots,,1
632,ColorPandora,ColorPandora,ColorPandora,400,55,2,3,170,50,30,100,110,60,5,2,2,3,3,1,D,12,"Power, Anger, Grit, Unity",,,0
48,Liquid Cube,ColorPandora,Jell,380,25,2,3,130,50,80,100,110,90,4,2,3,3,3,2,D,13,"Power, Anger, Unity",,Endure,0
633,Liquid Cube,ColorPandora,Jell,380,25,2,3,130,50,80,100,110,90,4,2,3,3,3,2,D,13,"Power, Anger, Will, Unity",,Endure,0
1140,Liquid Cube,ColorPandora,Jell,410,25,2,3,177,91,141,131,117,100,4,2,3,3,3,2,D,13,"Power, Anger, Unity",Delta Attack,Endure,1
46,PeachTreeBug,ColorPandora,Pixie,360,-20,2,3,90,40,120,100,110,30,3,2,3,3,3,1,C,10,"Power, Anger, Unity",,,0
491,PeachTreeBug,ColorPandora,Pixie,380,-20,2,3,99,59,125,119,128,43,3,2,3,3,3,1,C,10,"Power, Anger, Ease",,,1
631,PeachTreeBug,ColorPandora,Pixie,360,-20,2,3,90,40,120,100,110,30,3,2,3,3,3,1,C,10,"Power, Anger, Ease, Unity",,,0
1199,PeachTreeBug,ColorPandora,Pixie,420,6,2,3,66,66,66,66,66,66,3,2,3,3,3,3,D,10,"Power, Anger, Fight, Unity","Giant Whip, Kamikaze",,1
972,Magma Heart,Dragon,??? (Magma Heart),360,-55,2,3,204,321,251,210,119,201,4,5,4,4,2,3,C,16,"Power, Anger, Fury, Real",SpinningClaw,"Dodge, Kawrea",1
1200,Magma Heart,Dragon,??? (Magma Heart),360,-55,2,3,214,234,301,204,167,186,4,4,5,4,2,3,C,16,"Power, Anger, Fury, Real",Flutters,"Dodge, Kawrea",1
341,Moo,Dragon,??? (Moo),270,-99,0,1,112,192,158,127,105,124,3,5,5,5,1,3,C,18,"Power, Anger, Fury",Inferno,,1
619,Moo,Dragon,??? (Moo),270,-99,0,1,112,192,158,127,105,124,3,5,5,5,1,3,C,18,"Power, Anger, Fury, Hurry",Inferno,,1
993,Moo,Dragon,??? (Moo),390,-77,2,3,151,210,234,172,126,107,3,5,5,5,1,3,C,18,"Power, Anger, Fury",Inferno,,1
1191,Moo,Dragon,??? (Moo),466,-66,2,3,6,6,6,6,6,6,3,4,5,4,3,3,C,18,"Power, Anger, Real",SpinningClaw,,1
29,Crab Dragon,Dragon,Arrow Head,310,-30,0,1,100,150,140,120,90,130,3,4,4,3,2,4,D,18,"Power, Anger, Fury",,,0
611,Crab Dragon,Dragon,Arrow Head,310,-30,0,1,100,150,140,120,90,130,3,4,4,3,2,4,D,18,"Power, Anger, Fury, Guard",,,0
33,Dodongo,Dragon,Bajarl,290,-30,0,1,100,170,130,120,90,110,3,5,4,3,2,3,D,17,"Power, Anger, Fury",,Torble sea,0
615,Dodongo,Dragon,Bajarl,290,-30,0,1,100,170,130,120,90,110,3,5,4,3,2,3,D,17,"Power, Anger, Fury, Vigor",,Torble sea,0
25,Corkasus,Dragon,Beaclon,270,-5,1,2,100,170,130,120,90,110,3,5,3,3,2,3,D,17,"Power, Anger, Fury",,Pull,0
607,Corkasus,Dragon,Beaclon,270,-5,1,2,100,170,130,120,90,110,3,5,3,3,2,3,D,17,"Power, Anger, Fury, Vigor",,Pull,0
24,Dragon,Dragon,Dragon,250,-70,1,2,100,170,160,120,90,110,3,5,5,3,2,3,D,19,"Power, Anger, Fury",,,0
487,Dragon,Dragon,Dragon,270,-70,1,2,112,192,158,127,105,124,3,5,5,3,2,3,D,19,"Power, Anger, Grit, Fury, Real",Claw,,1
606,Dragon,Dragon,Dragon,250,-70,1,2,100,170,160,120,90,110,3,5,5,3,2,3,D,19,"Power, Anger, Fight, Fury",,,0
1169,Dragon,Dragon,Dragon,390,25,0,1,97,111,136,148,98,93,3,5,5,3,2,3,C,17,"Fury, No Anger",Wing Combo,,1
28,Armor Dragon,Dragon,Durahan,310,-60,3,4,100,170,140,120,90,130,3,5,4,3,2,4,D,17,"Power, Anger, Fury",,Domino,0
610,Armor Dragon,Dragon,Durahan,310,-60,3,4,100,170,140,120,90,130,3,5,4,3,2,4,D,17,"Power, Anger, Will, Fury",,Domino,0
31,Gariel,Dragon,Gali,250,55,0,1,100,130,160,120,90,110,3,4,5,3,2,3,D,18,"Power, Anger, Fury",,,0
613,Gariel,Dragon,Gali,250,55,0,1,100,130,160,120,90,110,3,4,5,3,2,3,D,18,"Power, Anger, Will, Fury",,,0
27,Stone Dragon,Dragon,Golem,290,0,2,3,100,170,140,80,90,130,3,5,4,2,2,4,D,19,"Power, Anger, Fury",,,0
609,Stone Dragon,Dragon,Golem,290,0,2,3,100,170,140,80,90,130,3,5,4,2,2,4,D,19,"Power, Anger, Fury, Guard",,,0
1170,Stone Dragon,Dragon,Golem,400,-25,2,3,93,152,153,116,74,92,3,5,4,2,2,4,C,19,"Fury, Guard, No Power Special","Two Bites, Claw",,1
26,Tecno Dragon,Dragon,Henger,270,35,0,1,100,170,140,120,130,110,3,5,4,3,3,3,D,18,"Power, Anger, Fury",,Shoot,0
488,Tecno Dragon,Dragon,Henger,290,35,0,1,120,184,161,131,136,115,3,5,4,3,3,3,D,18,"Power, Anger, Fury",,Shoot,1
608,Tecno Dragon,Dragon,Henger,270,35,0,1,100,170,140,120,130,110,3,5,4,3,3,3,D,18,"Power, Anger, Fury, Guard",,Shoot,0
1090,Tecno Dragon,Dragon,Henger,390,55,2,3,181,92,181,92,181,92,3,5,4,3,3,3,D,18,"Power, Anger, Grit, Fury",Fire Breath,Shoot,1
35,Death Dragon,Dragon,Joker,250,-80,3,4,100,130,160,140,90,110,3,4,5,4,2,3,D,17,"Power, Anger, Fury, Real",,,0
617,Death Dragon,Dragon,Joker,250,-80,3,4,100,130,160,140,90,110,3,4,5,4,2,3,D,17,"Power, Anger, Fury, Hurry, Real",,,0
1091,Death Dragon,Dragon,Joker,444,-80,3,4,8,1,22,9,20,6,3,4,5,4,2,3,D,17,"Power, Anger, Fury, Real",Claw Combo,,1
1139,Death Dragon,Dragon,Joker,400,-80,3,4,144,159,210,164,82,101,3,4,5,4,2,3,D,17,"Power, Anger, Grit, Fury, Real",Inferno,,1
32,Oscerot,Dragon,Kato,330,-60,2,3,100,140,160,120,130,110,3,3,5,3,3,3,D,18,"Power, Anger, Fury",,Meditate,0
614,Oscerot,Dragon,Kato,330,-60,2,3,100,140,160,120,130,110,3,3,5,3,3,3,D,18,"Power, Anger, Grit, Fury",,Meditate,0
34,Gidras,Dragon,Metalner,290,-40,0,1,70,100,110,140,90,150,3,4,3,4,2,4,C,14,"Power, Anger, Fury",,,0
616,Gidras,Dragon,Metalner,290,-40,0,1,70,100,110,140,90,150,3,4,3,4,2,4,C,14,"Power, Anger, Fury, Hurry",,,0
1162,Gidras,Dragon,Metalner,390,0,0,1,199,112,140,199,112,140,3,4,3,4,2,4,D,14,"Power, Anger, Hurry","Two Bites, Trample, SlammingDown",,1
36,Ragnaroks,Dragon,Monol,250,-50,0,1,100,150,140,120,90,130,3,4,4,3,2,4,D,19,"Power, Anger, Fury",,,0
618,Ragnaroks,Dragon,Monol,250,-50,0,1,100,150,140,120,90,130,3,4,4,3,2,4,D,19,"Power, Anger, Fury, Guard",,,0
1092,Ragnaroks,Dragon,Monol,410,-64,1,2,164,164,164,164,164,164,3,4,4,3,2,4,D,19,"Power, Anger, Fury, Hurry",Fire Breath,Domino,1
23,Tiamat,Dragon,Pixie,270,-55,1,2,80,130,170,120,100,110,2,4,5,3,3,2,C,14,"Power, Anger, Fury",,,0
605,Tiamat,Dragon,Pixie,270,-55,1,2,80,130,170,120,100,110,2,4,5,3,3,2,C,14,"Power, Anger, Fury, Ease",,,0
30,Hound Dragon,Dragon,Tiger,270,40,1,2,100,140,160,130,90,80,3,4,5,4,3,2,C,15,"Power, Anger, Fury",,,0
612,Hound Dragon,Dragon,Tiger,270,40,1,2,100,140,160,130,90,80,3,4,5,4,3,2,C,15,"Power, Anger, Fury, Hurry",,,0
460,Cawken,Ducken,??? (Cawken),340,40,2,3,107,151,134,130,109,130,3,4,3,3,3,3,D,12,"Power, Anger, Hurry",Ducken Dance,,1
461,Cawken,Ducken,??? (Cawken),320,50,3,4,71,90,162,141,109,82,3,3,3,4,5,1,D,8,"Power, Anger, Hurry",Bound,,1
910,Cawken,Ducken,??? (Cawken),340,40,2,3,107,151,134,130,109,130,3,4,3,3,3,3,D,12,"Power, Anger, Fury, Hurry",Ducken Dance,,1
1039,Cawken,Ducken,??? (Cawken),420,15,2,3,122,132,184,163,142,117,3,4,3,3,3,3,D,12,"Power, Anger, Hurry",Ducken Dance,,1
1196,Cawken,Ducken,??? (Cawken),440,10,2,3,98,76,54,3,2,1,3,4,3,3,3,3,C,10,"Power, Anger, Hurry",Explosion,Meditate,1
457,Watermelony,Ducken,??? (Watermelony),340,-40,1,2,98,106,140,164,154,77,3,3,4,4,4,1,D,10,"Power, Anger, Hurry",,,1
458,Watermelony,Ducken,??? (Watermelony),320,50,3,4,89,97,143,157,104,60,3,3,3,4,5,1,D,8,"Power, Anger, Hurry",,,1
459,Watermelony,Ducken,??? (Watermelony),320,50,3,4,73,88,163,146,108,73,3,3,3,4,5,1,D,8,"Power, Anger, Hurry",Surprise,,1
909,Watermelony,Ducken,??? (Watermelony),340,-40,1,2,98,106,140,164,154,77,3,3,4,4,4,1,D,10,"Power, Anger, Will, Hurry",,,1
1038,Watermelony,Ducken,??? (Watermelony),440,-15,0,1,117,124,164,180,171,94,3,3,4,4,4,1,D,10,"Power, Anger, Hurry",Surprise,,1
280,Ducken,Ducken,Ducken,300,50,3,4,70,80,130,140,100,50,3,3,3,4,5,1,D,8,"Power, Anger, Hurry",,,0
562,Ducken,Ducken,Ducken,320,70,3,4,79,93,133,187,108,57,3,3,3,4,5,1,D,8,"Power, Anger, Hurry",Ducken Dance,,1
908,Ducken,Ducken,Ducken,300,50,3,4,70,80,130,140,100,50,3,3,3,4,5,1,D,8,"Power, Anger, Guard, Hurry",,,0
1137,Ducken,Ducken,Ducken,440,-30,0,1,14,2,1,2,12,7,3,3,3,4,5,1,C,9,"Power, Anger, Hurry","Bound, Bound Charge, Bound Stamp",,1
278,Blocken,Ducken,Golem,320,40,2,3,70,150,120,130,100,110,3,4,3,3,3,3,D,12,"Power, Anger, Hurry",,,0
906,Blocken,Ducken,Golem,320,40,2,3,70,150,120,130,100,110,3,4,3,3,3,3,D,12,"Power, Anger, Guard, Hurry",,,0
279,Ticken,Ducken,Suezo,320,-40,1,2,80,100,130,150,140,50,3,3,4,4,4,1,D,10,"Power, Anger, Hurry",,,0
561,Ticken,Ducken,Suezo,340,-40,1,2,85,102,139,151,146,112,3,3,4,4,4,1,D,10,"Power, Anger, Hurry",Eye Beam,,1
907,Ticken,Ducken,Suezo,320,-40,1,2,80,100,130,150,140,50,3,3,4,4,4,1,D,10,"Power, Anger, Ease, Hurry",,,0
373,Kokushi Muso,Durahan,??? (Kokushi Muso),400,-35,0,1,99,125,87,178,88,163,3,3,2,4,1,5,C,11,"Power, Anger, Guard, Hurry",,Domino,1
374,Kokushi Muso,Durahan,??? (Kokushi Muso),380,-50,1,2,115,123,152,136,134,122,2,3,4,3,2,3,C,11,"Power, Anger, Will",,Domino,1
375,Kokushi Muso,Durahan,??? (Kokushi Muso),380,5,1,2,144,156,81,118,50,182,3,4,2,3,1,5,D,14,"Power, Anger, Will",Air Shot,"Domino, Pull",1
376,Kokushi Muso,Durahan,??? (Kokushi Muso),400,10,2,3,123,210,103,99,67,175,3,4,3,2,1,5,D,16,"Power, Anger, Will",,Domino,1
724,Kokushi Muso,Durahan,??? (Kokushi Muso),400,-35,0,1,99,125,87,178,88,163,3,3,2,4,1,5,C,11,"Power, Anger, Will, Guard, Hurry",,Domino,1
1005,Kokushi Muso,Durahan,??? (Kokushi Muso),430,-15,0,1,107,148,120,191,109,217,3,3,2,4,2,5,C,11,"Power, Anger, Guard, Hurry",Air Shot,Domino,1
1195,Kokushi Muso,Durahan,??? (Kokushi Muso),410,13,2,3,111,234,56,78,99,99,3,4,3,3,2,4,B,13,"Power, Anger, Guard, Hurry",RollingSlash,Domino,1
372,Ruby Knight,Durahan,??? (Ruby Knight),360,-65,1,2,129,137,185,112,79,147,3,4,4,3,1,4,D,16,"Power, Anger, Will",Jumping Stab,Domino,1
723,Ruby Knight,Durahan,??? (Ruby Knight),360,-65,1,2,129,137,185,112,79,147,3,4,4,3,1,4,D,16,"Power, Anger, Will, Fury",Jumping Stab,Domino,1
1004,Ruby Knight,Durahan,??? (Ruby Knight),440,-45,0,1,144,194,169,137,99,151,3,4,4,3,2,3,D,16,"Power, Anger, Will",Jumping Stab,Domino,1
1117,Ruby Knight,Durahan,??? (Ruby Knight),410,-80,2,3,106,124,217,151,110,124,3,3,5,3,2,3,D,16,"Power, Anger, Will","Thunderbolt, Lightning","Domino, Parepare",1
369,Shogun,Durahan,??? (Shogun),440,-30,1,2,95,137,143,117,96,166,3,3,4,3,1,4,D,13,"Power, Anger, Will",,Domino,1
370,Shogun,Durahan,??? (Shogun),400,65,2,3,118,129,149,123,95,169,3,3,4,3,2,4,D,14,"Power, Anger, Will",MillionStabs,"Domino, Kawrea",1
371,Shogun,Durahan,??? (Shogun),380,50,1,2,135,112,156,150,104,114,3,3,3,4,2,3,C,12,"Power, Anger, Will",,Domino,1
722,Shogun,Durahan,??? (Shogun),440,-30,1,2,95,137,143,117,96,166,3,3,4,3,1,4,D,13,"Power, Anger, Will, Fight",,Domino,1
1003,Shogun,Durahan,??? (Shogun),430,20,3,4,126,182,171,140,88,182,3,3,4,3,2,4,D,13,"Power, Anger, Will",MillionStabs,Domino,1
1116,Shogun,Durahan,??? (Shogun),390,50,0,1,140,104,210,130,118,144,3,3,4,3,2,4,C,14,"Power, Anger, Will","Air Shot, Blast Shot",Torble sea,1
1192,Shogun,Durahan,??? (Shogun),400,-50,2,3,148,207,78,124,131,160,3,4,2,3,3,4,C,14,"Power, Anger, Will","Thunderbolt, Lightning",Domino,1
124,Lorica,Durahan,Arrow Head,400,-25,0,1,120,140,90,110,50,160,3,4,3,3,1,5,D,15,"Power, Anger, Will",,Domino,0
716,Lorica,Durahan,Arrow Head,400,-25,0,1,120,140,90,110,50,160,3,4,3,3,1,5,D,15,"Power, Anger, Will, Guard",,Domino,0
121,Hercules,Durahan,Beaclon,360,5,1,2,100,150,80,110,30,180,3,4,2,3,1,5,D,14,"Power, Anger, Will",,"Domino, Pull",0
713,Hercules,Durahan,Beaclon,360,5,1,2,100,150,80,110,30,180,3,4,2,3,1,5,D,14,"Power, Anger, Will, Vigor",,"Domino, Pull",0
120,Vesuvius,Durahan,Dragon,340,-65,1,2,100,130,150,110,70,140,3,4,4,3,1,4,D,16,"Power, Anger, Will",,Domino,0
712,Vesuvius,Durahan,Dragon,340,-65,1,2,100,130,150,110,70,140,3,4,4,3,1,4,D,16,"Power, Anger, Will, Fury",,Domino,0
123,Durahan,Durahan,Durahan,400,-50,3,4,100,150,80,110,70,180,3,4,3,3,1,5,D,14,"Power, Anger, Will",,Domino,0
509,Durahan,Durahan,Durahan,420,-50,3,4,105,158,90,112,86,220,3,4,3,3,1,5,D,14,"Power, Anger, Will",,Domino,1
715,Durahan,Durahan,Durahan,400,-50,3,4,100,150,80,110,70,180,3,4,3,3,1,5,D,14,"Power, Anger, Will, Guard",,Domino,0
1145,Durahan,Durahan,Durahan,400,-50,3,4,162,195,173,170,62,211,3,5,3,3,1,5,D,14,"Power, Anger, Grit, Will, Real",Gust Slash,Domino,1
1172,Durahan,Durahan,Durahan,380,25,3,4,103,87,73,105,69,56,3,4,3,3,1,5,C,12,"Will, No Anger","V Slash, Kick Combo",Domino,1
122,Kelmadics,Durahan,Golem,380,10,2,3,120,150,100,90,60,170,3,4,3,2,1,5,D,16,"Power, Anger, Will",,Domino,0
714,Kelmadics,Durahan,Golem,380,10,2,3,120,150,100,90,60,170,3,4,3,2,1,5,D,16,"Power, Anger, Will, Guard",,Domino,0
128,Genocider,Durahan,Joker,340,-80,3,4,100,120,150,140,80,130,3,4,4,4,1,4,D,14,"Power, Anger, Will, Real",,Domino,0
720,Genocider,Durahan,Joker,340,-80,3,4,100,120,150,140,80,130,3,4,4,4,1,4,D,14,"Power, Anger, Grit, Will, Real",,Domino,0
127,Metal Glory,Durahan,Metalner,380,-35,0,1,90,120,80,140,70,160,3,3,2,4,1,5,C,11,"Power, Anger, Will",,Domino,0
510,Metal Glory,Durahan,Metalner,400,-35,0,1,106,130,95,159,81,176,3,3,2,4,1,5,C,11,"Power, Anger, Will",,Domino,1
719,Metal Glory,Durahan,Metalner,380,-35,0,1,90,120,80,140,70,160,3,3,2,4,1,5,C,11,"Power, Anger, Will, Hurry",,Domino,0
1165,Metal Glory,Durahan,Metalner,420,10,0,1,158,221,149,165,82,44,3,3,2,4,3,4,B,11,"Power, Anger",Slash Combo,Domino,1
129,Wood Knight,Durahan,Mock,420,-30,1,2,90,120,130,110,70,150,2,3,4,3,1,4,D,13,"Power, Anger, Will",,Domino,0
721,Wood Knight,Durahan,Mock,420,-30,1,2,90,120,130,110,70,150,2,3,4,3,1,4,D,13,"Power, Anger, Grit, Will",,Domino,0
1115,Wood Knight,Durahan,Mock,430,-30,2,3,116,102,177,120,90,128,3,3,4,3,1,4,D,13,"Power, Anger, Will","Air Shot, Lightning",Domino,1
126,Garuda,Durahan,Phoenix,380,65,2,3,100,120,130,110,90,150,3,3,4,3,2,4,D,14,"Power, Anger, Will",,"Domino, Kawrea",0
718,Garuda,Durahan,Phoenix,380,65,2,3,100,120,130,110,90,150,3,3,4,3,2,4,D,14,"Power, Anger, Will, Fury",,"Domino, Kawrea",0
1114,Garuda,Durahan,Phoenix,410,65,2,3,114,122,129,138,142,105,3,3,4,3,2,4,D,14,"Power, Anger, Will",DeathBringer,"Domino, Kawrea",1
119,Leziena,Durahan,Pixie,360,-50,1,2,90,110,150,130,100,120,2,3,4,3,2,3,C,11,"Power, Anger, Will",,Domino,0
711,Leziena,Durahan,Pixie,360,-50,1,2,90,110,150,130,100,120,2,3,4,3,2,3,C,11,"Power, Anger, Will, Ease",,Domino,0
125,Hound Knight,Durahan,Tiger,360,50,1,2,130,110,120,140,90,100,3,3,3,4,2,3,C,12,"Power, Anger, Will",,Domino,0
717,Hound Knight,Durahan,Tiger,360,50,1,2,130,110,120,140,90,100,3,3,3,4,2,3,C,12,"Power, Anger, Will, Hurry",,Domino,0
1113,Hound Knight,Durahan,Tiger,420,-30,0,1,138,142,136,120,84,130,4,3,3,3,2,3,C,12,"Power, Anger, Will",Lightning,"Domino, Papas",1
435,GabooSoldier,Gaboo,??? (GabooSoldier),370,25,2,3,193,127,77,49,158,83,5,4,1,1,4,1,D,14,"Power, Anger, Fight",,,1
436,GabooSoldier,Gaboo,??? (GabooSoldier),350,60,1,2,166,125,65,145,160,61,4,3,2,3,4,1,C,12,"Power, Anger, Fight",,,1
437,GabooSoldier,Gaboo,??? (GabooSoldier),330,-80,3,4,161,142,139,112,153,46,4,4,3,3,3,1,D,14,"Power, Anger, Fight, Real",Kiss,,1
874,GabooSoldier,Gaboo,??? (GabooSoldier),370,25,2,3,193,127,77,49,158,83,5,4,1,1,4,1,D,14,"Power, Anger, Grit, Fight",,,1
1030,GabooSoldier,Gaboo,??? (GabooSoldier),410,5,2,3,214,177,89,133,146,94,5,4,2,2,4,1,D,14,"Power, Anger, Fight",Kiss,,1
983,Mad Gaboo,Gaboo,??? (Mad Gaboo),370,-45,2,3,342,297,78,123,277,96,5,5,2,3,4,2,C,11,"Power, Anger, Fight, Ease",Ninja Kick,"Endure, Parepare",1
1211,Mad Gaboo,Gaboo,??? (Mad Gaboo),370,-45,2,3,288,316,93,104,246,166,4,5,2,3,4,3,C,11,"Power, Anger, Fight, Ease",Rolling Chop,"Endure, Parepare",1
252,Gaboo,Gaboo,Gaboo,350,25,2,3,190,120,30,40,150,70,5,4,1,1,4,1,D,14,"Power, Anger, Fight",,,0
552,Gaboo,Gaboo,Gaboo,370,25,2,3,216,125,47,47,166,83,5,4,1,1,4,1,D,14,"Power, Anger, Fight",,,1
872,Gaboo,Gaboo,Gaboo,350,25,2,3,190,120,30,40,150,70,5,4,1,1,4,1,D,14,"Power, Anger, Fight, Guard",,,0
253,Jelly Gaboo,Gaboo,Jell,350,10,0,1,140,130,80,70,120,90,4,3,2,2,3,2,D,14,"Power, Anger, Fight",,Endure,0
553,Jelly Gaboo,Gaboo,Jell,350,10,0,1,1,7,7,177,177,177,4,3,2,2,3,2,D,14,"Power, Anger, Fight",Kiss,Pull,1
873,Jelly Gaboo,Gaboo,Jell,350,10,0,1,140,130,80,70,120,90,4,3,2,2,3,2,D,14,"Power, Anger, Will, Fight",,Endure,0
251,Dokoo,Gaboo,Joker,310,-80,3,4,150,140,130,110,100,40,4,4,3,3,3,1,D,14,"Power, Anger, Fight, Real",,,0
871,Dokoo,Gaboo,Joker,310,-80,3,4,150,140,130,110,100,40,4,4,3,3,3,1,D,14,"Power, Anger, Will, Fight, Real",,,0
1158,Dokoo,Gaboo,Joker,410,-80,3,4,188,181,63,91,176,70,4,4,3,3,4,1,D,14,"Power, Anger, Fight, Real",Ninja Kick,,1
250,Frozen Gaboo,Gaboo,Tiger,330,60,1,2,160,120,60,100,150,50,4,3,2,3,4,1,C,12,"Power, Anger, Fight",,,0
551,Frozen Gaboo,Gaboo,Tiger,350,60,1,2,182,122,64,137,162,53,4,3,2,3,4,1,C,12,"Power, Anger, Fight",,,1
870,Frozen Gaboo,Gaboo,Tiger,330,60,1,2,160,120,60,100,150,50,4,3,2,3,4,1,C,12,"Power, Anger, Fight, Hurry",,,0
393,Happy Mask,Gali,??? (Happy Mask),290,50,1,2,111,143,185,139,111,114,2,3,5,3,3,2,B,13,"Power, Anger, Fury",Red Wisp,,1
394,Happy Mask,Gali,??? (Happy Mask),310,40,0,1,118,155,151,112,108,113,2,3,4,3,2,3,C,15,"Power, Anger, Hurry",Back Blow,Run,1
395,Happy Mask,Gali,??? (Happy Mask),290,60,0,1,131,164,120,149,121,95,2,4,3,3,3,2,C,16,"Power, Anger, Ease",Whirlwind,,1
794,Happy Mask,Gali,??? (Happy Mask),290,50,1,2,111,143,185,139,111,114,2,3,5,3,3,2,B,13,"Power, Anger, Grit, Fury",Red Wisp,,1
1011,Happy Mask,Gali,??? (Happy Mask),420,25,1,2,140,162,211,159,104,108,2,3,5,3,3,2,B,13,"Power, Anger, Fury",Whirlwind,Run,1
187,Gali,Gali,Gali,250,90,0,1,110,130,160,120,90,100,2,4,5,3,2,3,C,17,"Power, Anger, Fury",,,0
524,Gali,Gali,Gali,270,90,0,1,119,143,188,130,98,114,2,4,5,3,2,3,C,17,"Power, Anger, Fury",,,1
787,Gali,Gali,Gali,250,90,0,1,110,130,160,120,90,100,2,4,5,3,2,3,C,17,"Power, Anger, Will, Fury",,,0
1126,Gali,Gali,Gali,430,80,3,4,19,99,92,19,99,97,2,4,5,3,2,3,C,17,"Power, Anger, Fury, Real",Flying Mask,,1
1173,Gali,Gali,Gali,390,99,0,1,78,76,126,152,56,63,2,4,5,3,2,3,D,13,"Fury, No Anger",Spirit Blow,,1
183,Stone Mask,Gali,Golem,290,55,2,3,90,160,120,110,100,150,2,4,4,2,2,4,D,17,"Power, Anger, Fury",,,0
783,Stone Mask,Gali,Golem,290,55,2,3,90,160,120,110,100,150,2,4,4,2,2,4,D,17,"Power, Anger, Fury, Guard",,,0
1125,Stone Mask,Gali,Golem,430,44,2,3,88,88,88,88,88,88,2,4,4,2,2,4,D,17,"Power, Anger, Fury",Thwack,,1
186,Furred Mask,Gali,Hare,270,60,0,1,100,150,110,130,120,90,2,4,3,3,3,2,C,16,"Power, Anger, Fury",,,0
786,Furred Mask,Gali,Hare,270,60,0,1,100,150,110,130,120,90,2,4,3,3,3,2,C,16,"Power, Anger, Grit, Fury",,,0
189,Aqua Mask,Gali,Jell,290,40,0,1,90,120,150,110,80,100,2,3,5,3,2,3,C,16,"Power, Anger, Fury",,Endure,0
789,Aqua Mask,Gali,Jell,290,40,0,1,90,120,150,110,80,100,2,3,5,3,2,3,C,16,"Power, Anger, Will, Fury",,Endure,0
191,Galirous,Gali,Monol,250,10,0,1,90,110,130,120,100,140,2,3,4,3,2,4,D,17,"Power, Anger, Fury",,,0
525,Galirous,Gali,Monol,270,10,0,1,123,126,144,127,108,145,2,3,4,3,2,4,D,17,"Power, Anger, Fury",,,1
791,Galirous,Gali,Monol,250,10,0,1,90,110,130,120,100,140,2,3,4,3,2,4,D,17,"Power, Anger, Fury, Guard",,,0
1152,Galirous,Gali,Monol,370,10,2,3,119,130,167,111,88,162,3,3,4,3,2,4,D,17,"Power, Anger, Fury","Smash Thwack, Spirit Punch",,1
193,Purple Mask,Gali,Naga,250,-35,1,2,90,130,140,120,100,110,2,3,3,3,2,3,C,15,"Power, Anger, Fury",,,0
793,Purple Mask,Gali,Naga,250,-35,1,2,90,130,140,120,100,110,2,3,3,3,2,3,C,15,"Power, Anger, Fury, Hurry",,,0
1179,Purple Mask,Gali,Naga,420,-70,2,3,140,219,74,144,90,133,3,4,3,3,3,3,C,15,"Power, Anger, Real",Heavy Blow,,1
182,Pink Mask,Gali,Pixie,270,0,1,2,100,130,170,120,110,90,2,3,5,3,3,2,B,13,"Power, Anger, Fury",,,0
782,Pink Mask,Gali,Pixie,270,0,1,2,100,130,170,120,110,90,2,3,5,3,3,2,B,13,"Power, Anger, Fury, Ease",,,0
190,Colorful,Gali,Plant,330,70,1,2,110,100,140,120,80,90,3,2,4,3,2,2,C,13,"Power, Anger, Fury",,,0
790,Colorful,Gali,Plant,330,70,1,2,110,100,140,120,80,90,3,2,4,3,2,2,C,13,"Power, Anger, Grit, Fury",,,0
188,Suezo Mask,Gali,Suezo,290,-20,1,2,90,130,160,120,100,110,2,3,5,3,2,3,C,15,"Power, Anger, Fury",,,0
788,Suezo Mask,Gali,Suezo,290,-20,1,2,90,130,160,120,100,110,2,3,5,3,2,3,C,15,"Power, Anger, Fury, Ease",,,0
1151,Suezo Mask,Gali,Suezo,390,50,2,3,93,126,160,198,122,89,2,3,5,4,2,3,B,13,"Fury, Ease, No Anger",Hurricane,,1
185,Fanged Mask,Gali,Tiger,270,80,1,2,90,120,160,130,110,100,2,3,5,4,3,2,C,14,"Power, Anger, Fury",,,0
785,Fanged Mask,Gali,Tiger,270,80,1,2,90,120,160,130,110,100,2,3,5,4,3,2,C,14,"Power, Anger, Fury, Hurry",,,0
192,Brown Mask,Gali,Worm,270,45,2,3,100,110,140,120,80,90,3,3,4,3,2,3,C,16,"Power, Anger, Fury",,,0
792,Brown Mask,Gali,Worm,270,45,2,3,100,110,140,120,80,90,3,3,4,3,2,3,C,16,"Power, Anger, Fury, Guard",,,0
184,Scaled Mask,Gali,Zuum,290,40,0,1,100,130,140,110,90,100,2,3,4,3,2,3,C,15,"Power, Anger, Fury",,Run,0
784,Scaled Mask,Gali,Zuum,290,40,0,1,100,130,140,110,90,100,2,3,4,3,2,3,C,15,"Power, Anger, Grit, Fury",,Run,0
